Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

C69        1206                  2979mil       2360mil       2979mil       2360mil       2924mil       2360mil  B        180.00 10uF/16V       
D8         LED_0805              3358mil       1821mil       3358mil       1821mil       3358mil   1785.567mil  T        270.00 LED            
D10        SMA(AK)           4279.528mil   3228.347mil   4279.528mil   3228.347mil   4198.819mil   3228.347mil  T        180.00 1N4007(M7)     
D11        SMA(AK)           4279.528mil   3350.394mil   4279.528mil   3350.394mil   4198.819mil   3350.394mil  T        180.00 1N4007(M7)     
Q5         SOIC8             3980.315mil   3283.268mil   3874.016mil   3358.268mil   3874.016mil   3358.268mil  T          0.00 NTM5848NL      
R37        0805              4315.521mil   1600.301mil   4315.521mil   1600.301mil   4352.923mil   1600.301mil  T        180.00 0R,1%,DNI      
R39        0805              4343.081mil   1749.907mil   4343.081mil   1749.907mil   4343.081mil   1712.506mil  T         90.00 900K,5%        
R40        0805                  3444mil       1820mil       3444mil       1820mil       3444mil   1782.598mil  T         90.00 10K,5%         
R41        0805              4252.529mil   1919.199mil   4252.529mil   1919.199mil   4252.529mil   1881.797mil  T         90.00 820K,5%        
R42        0805              4339.144mil   1919.199mil   4339.144mil   1919.199mil   4339.144mil     1956.6mil  T        270.00 10K,5%         
R45        0805              4165.915mil   1600.301mil   4165.915mil   1600.301mil   4128.514mil   1600.301mil  T        360.00 2.2K,5%        
R46        0805              4252.529mil   1749.907mil   4252.529mil   1749.907mil   4252.529mil   1712.506mil  T         90.00 470R,5%        
R47        0805              4339.144mil   2072.742mil   4339.144mil   2072.742mil   4339.144mil   2110.144mil  T        270.00 47R,5%         
R48        0805              3744.655mil   1564.868mil   3744.655mil   1564.868mil   3744.655mil   1527.466mil  T         90.00 330R,5%        
R55        0805              3866.703mil   1600.301mil   3866.703mil   1600.301mil   3829.301mil   1600.301mil  T        360.00 2.2K,5%        
R56        0805              4016.309mil   1600.301mil   4016.309mil   1600.301mil   3978.907mil   1600.301mil  T        360.00 22K,5%         
R60        0805              3654.104mil   1564.868mil   3654.104mil   1564.868mil   3654.104mil    1602.27mil  T        270.00 470R,5%        
R61        0805                  3986mil       2195mil       3986mil       2195mil       3986mil   2232.402mil  T        270.00 330R,5%        
R62        0805              4043.868mil   2076.679mil   4043.868mil   2076.679mil    4081.27mil   2076.679mil  T        180.00 2.2K,5%        
R63        0805              3894.262mil   2076.679mil   3894.262mil   2076.679mil   3931.663mil   2076.679mil  T        180.00 22K,5%         
R64        0805                  4073mil       2194mil       4073mil       2194mil       4073mil   2156.598mil  T         90.00 470R,5%        
R65        0805                3685.6mil   1694.789mil     3685.6mil   1694.789mil   3723.002mil   1694.789mil  T        180.00 2.2K,5%        
R66        0805                3685.6mil   1789.277mil     3685.6mil   1789.277mil   3723.002mil   1789.277mil  T        180.00 2.2K,5%        
R67        0805                3685.6mil   1978.254mil     3685.6mil   1978.254mil   3723.002mil   1978.254mil  T        180.00 470R,5%        
R68        0805                3685.6mil   1883.765mil     3685.6mil   1883.765mil   3723.002mil   1883.765mil  T        180.00 470R,5%        
TP3        TP1               4161.568mil   2045.882mil   4161.978mil       2046mil   4161.568mil   2045.882mil  T          0.00 TP             
TP4        TP1                4158.59mil   2225.882mil       4159mil       2226mil    4158.59mil   2225.882mil  T          0.00 TP             
PTC1       1210              3029.701mil     850.61mil   3029.701mil     850.61mil   2974.583mil     850.61mil  T        360.00 PTCC           
PTC2       1210                  1446mil       2557mil       1446mil       2557mil       1446mil   2612.118mil  T        270.00 PTCC           
RP2        8P4R_0603             1091mil       3890mil       1091mil       3890mil   1142.181mil   3921.496mil  T        270.00 10K,1%         
RP1        8P4R_0603             1362mil       3891mil       1362mil       3891mil   1413.181mil   3922.496mil  T        270.00 10K,1%         
FB5        0805                  1765mil       1254mil       1765mil       1254mil   1727.598mil       1254mil  T        360.00 220 ohm/100MHZ 
FB6        0805                  1307mil       2609mil       1307mil       2609mil   1269.598mil       2609mil  T        360.00 220 ohm/100MHZ 

